financial,business,区号,areaCode
financial,business,开业时间,openDate
financial,business,营业收入代码,businessId
financial,business,营业收入金额,businessIncome
financial,business,年营业额,yearBusinessIncome
financial,business,公司总资产,totalAssetsIncome
financial,business,企业规模代码,sizeId
financial,business,企业规模,size
financial,business,隶属关系代码,subjectionId
financial,business,隶属名称,subjection
financial,business,控股代码,holdingId
financial,business,控股方式,holding
financial,business,经济类型代码,economicId
financial,business,经济类型,economic
financial,business,机构类型代码,institutionsId
financial,business,机构类型,institutions
financial,business,行政区域代码,areaId
financial,business,行政区域,area
financial,business,行业代码,industryId
financial,business,营业状态代码,stateId
financial,business,会计制度代码,systemId
financial,business,分机,extension
financial,business,联系人电话,contactphone
financial,business,公司介绍,introduction
financial,business,法人,name
financial,business,法人代码,legalId
financial,business,备注,note
financial,business,分类,classify
financial,business,URL,url
financial,business,诚信通,ctp
financial,business,经营模式,businessModel
financial,business,省份,province
financial,business,城市,city
financial,business,县,county
financial,business,乡,village
financial,business,镇,town
financial,business,街道,street
financial,business,街道办事处,subOffice
financial,business,村委会,committee
financial,business,经营品牌,brand
financial,business,主要客户,customers
financial,business,管理体系,management
financial,business,是否提供代工,oem
financial,business,研发部门人数,researchNum
financial,business,厂房面积,planArea
financial,business,质量控制,control
financial,business,月产量,monthOutput
financial,business,公司注册信息,setInfomation
financial,business,年进口金额,importsNum
financial,business,开户银行,bank
financial,business,银行账号,cardNo
financial,business,信用等级参数,credit
financial,business,旺旺ID,wwId
email,mailbox,姓名,name
email,mailbox,姓名别名,nameAlias
email,mailbox,邮箱,email
email,mailbox,地址,address
email,mailbox,手机号,mobilePhone
email,mailbox,座机号,telePhone
email,mailbox,密码,password		
email,mailbox,省份id,provinceId
email,mailbox,城市Id,cityId
email,mailbox,总价,price
email,mailbox,用户名,user
email,mailbox,ip,ip
email,mailbox,注册时间,registerTime
account,account,账号,account
account,account,密码,password
account,account,用户名(账户名),userName
account,account,电话,mobilePhone
account,account,邮箱,email
account,account,加密的密码,encrypt
operator,telecom,卡号ID,cardNo
operator,telecom,手机(卡号),mobilePhone
operator,telecom,电话,telePhone
operator,telecom,用户名,name
operator,telecom,用户名别名,nameAlias
operator,telecom,性别,sex
operator,telecom,出生日期,birthDay
operator,telecom,用户类型(卡类型),userType
operator,telecom,注册日期,registerDate
operator,telecom,服务码,serviceCode
operator,telecom,地址,address
operator,telecom,余额,balance
operator,telecom,省,province
operator,telecom,市,city
operator,telecom,品牌,brand
operator,telecom,手机型号,phoneModel
operator,telecom,手机价格,phonePrice
operator,telecom,身份证号码,idCard
operator,telecom,运营商名称,operatorName
operator,telecom,运营商类型,operatorType
operator,telecom,运营商品牌,operatorBrand
operator,telecom,国籍,country
operator,telecom,邮编,zipCode
operator,telecom,网络模式,networkModel
operator,telecom,注册营业厅,registerBusiness
operator,telecom,备注,note
operator,telecom,手机套餐,phonePackage
operator,telecom,手机状态,phoneState
operator,telecom,信用度,credit
operator,telecom,邮箱,email
operator,telecom,区号,areaCode
operator,telecom,总消费,totalConsumption
operator,telecom,失效日期,expirationDate
operator,telecom,IMSI号,imsiNumber
operator,telecom,CMCC运营公司标识,cmccIdentification
operator,telecom,区域,area
operator,telecom,所在公司,company
operator,telecom,职务,position
operator,telecom,证件类型,idType
operator,telecom,证件号,idNumber
operator,telecom,用户积分,integral
other,internet,姓名,name
other,internet,性别,sex
other,internet,籍贯,birthPlace
other,internet,电话,mobilePhone
other,internet,住址电话,telePhone
other,internet,账号,account
other,internet,密码,password
other,internet,备注,note
other,internet,余额,balance
other,contact,姓名,name
other,contact,性别,sex
other,contact,手机,phone
other,contact,电话,homeCall
other,contact,邮编,zipCode
other,contact,地址,address
other,contact,时间,time
other,contact,传真,fax
other,contact,身份证号码,idCard
other,contact,所属行业名称,industry
other,contact,学历,education
other,contact,公司名称,companyName
other,contact,公司地址,companyAddress
other,contact,邮箱,email
other,contact,职务,position
other,contact,QQ,qq
other,contact,MSN,msn
other,contact,网址,webSite
other,contact,备注,remark
tencent,QQ,QQ号,qqNum
tencent,QQ,QQ密码,qqPassword
tencent,QQ,IP,ip
tencent,QQ,IP地址,ipAddress
tencent,QQ,上网日期,netDate
tencent,QQ,上网时间,netTime
tencent,QQ,省,province
tencent,QQ,密保,security
tencent,QQ,游戏区服,gameArea
tencent,QQ,邮箱账号,email
tencent,QQ,邮箱密码,emailPassword
tencent,QQ,是否绑定,binding
tencent,QQ,通用点,common
tencent,QQ,寄售点,consignment
tencent,QQ,手机是否关联,phoneAssociation
tencent,QQ,专用点游戏,specialGame
tencent,QQ,登录状态,state
tencent,QQ,PVP等级,pvpLevel
tencent,QQ,角色等级,level
tencent,QQ,游戏区名,gameAreaName
tencent,QQ,角色名称,roleName
tencent,QQ,Q币,qqCoin
tencent,QQ,Q点,qqPoint
tencent,QQQun,qq号,qqNum
tencent,QQQun,昵称,nick
tencent,QQQun,Q龄,age
tencent,QQQun,性别,gender
tencent,QQQun,权限,auth
tencent,QQQun,群号,qunNum
tencent,QQQunData,群账号,qunNum
tencent,QQQunData,1,mastQQ
tencent,QQQunData,创建时间,createDate
tencent,QQQunData,群名,title
tencent,QQQunData,2,clazz
tencent,QQQunData,群通知,qunText
trip,hotel,姓名,name
trip,hotel,性别,sex
trip,hotel,身份证,idCard
trip,hotel,入住时间,beginTime
trip,hotel,退房时间,endTime
trip,hotel,房号,roomNumber
trip,hotel,同住人姓名,linkNameAlias
trip,hotel,同住人身份证,linkIdCard
trip,hotel,酒店名称,hotelName
trip,hotel,酒店地址,hotelAddress
trip,hotel,入住人手机号,mobilePhone
trip,hotel,酒店電話,hotelTelePhone
trip,hotel,证件类型,certificateType
trip,hotel,家庭地址,homeAddress
trip,hotel,生日,birthDay
trip,hotel,邮编,zipCode
trip,hotel,国家,country=null;
trip,hotel,其他信息,note
trip,hotel,国籍,nation
trip,hotel,移动电话,guestMobilePhone
trip,hotel,邮箱,email
trip,hotel,公司,company
trip,hotel,网站账号,account
trip,hotel,网站会员类型,webVipType
trip,hotel,网站登录者类型,loginType
trip,hotel,密码,password
trip,hotel,fax账号,faxAccount
trip,hotel,民族,nationality
trip,train,姓名,name
trip,train,姓名别名,nameAlias
trip,train,身份证,idCard
trip,train,手机号,mobilePhone
trip,train,联系地址,address
trip,train,出发地,beginCity
trip,train,到达地,endCity
trip,train,出发时间,beginTime
trip,train,客户类型,custType
trip,train,舱位类型,position
trip,train,省份,province
trip,train,城市,city
trip,train,邮编,zipCode
trip,train,区号,areaCode
trip,train,手机卡类型,phoneType
trip,train,航空公司,company
work,cybercafe,身份证号码,idCard
work,cybercafe,姓名,name
work,cybercafe,姓名别名,nameAlias
work,cybercafe,qq号码,qqNum
work,cybercafe,网吧名称,cybercafeName
work,cybercafe,网吧内网ip,cybercafeIp
work,cybercafe,用户上网时间,onlineTime
work,hospital,姓名,name
work,hospital,姓名别名,nameAlias
work,hospital,手机号码,mobilePhone
work,hospital,性别,sex
work,hospital,身份证号码,idCard
work,hospital,出生日期,birthDay
work,hospital,邮箱,email
work,hospital,住址,address
work,hospital,工作单位,company
work,hospital,专业代码,specialtyCode
work,hospital,民族,nationality
work,hospital,工作电话,telePhone
work,hospital,邮编,zipCode
work,hospital,传真号码,fax
work,hospital,就诊时间,doctorDate
work,hospital,档案号,fileNumber
work,hospital,确认机构编码,confirmOrganizationCode
work,hospital,证件类型,idType
work,hospital,证件编号,idNumber
work,hospital,国籍,country
work,hospital,健康状况,health
work,hospital,报考级别,examLevel
work,hospital,报考专业,examSpecialty
work,hospital,报考科目,examSubject
work,hospital,现有技术资格,existingTechnicalQualification
work,hospital,现有技术资格取得时间,qualificationGetTime
work,hospital,执业类别,practiceType
work,hospital,毕业学校,university
work,hospital,毕业专业,major
work,hospital,毕业专业备注,graduateNote
work,hospital,毕业时间,graduateTime
work,hospital,(学校)学制,schoolSystem
work,hospital,学历证书编号,certificateNumber
work,hospital,最高学历,education
work,hospital,学位,degree
work,hospital,学校备注,schoolNote
work,hospital,单位所属,unitBelong
work,hospital,单位性质,unitCharacter
work,hospital,从事本专业年限,yearsOfProfessionalWork
work,hospital,审核状态,auditState
work,socialSecurity,投保人姓名,name
work,socialSecurity,投保人姓名别名,nameAlias
work,socialSecurity,联系地址,contactAddress
work,socialSecurity,家庭地址,address
work,socialSecurity,邮政编码,zipCode
work,socialSecurity,联系电话,mobilePhone
work,socialSecurity,学历,education
work,socialSecurity,缴纳基数,basePay
work,socialSecurity,性别,sex
work,socialSecurity,出生年月,birthDay
work,socialSecurity,医疗证号,medicalCard
work,socialSecurity,个人编号,personalNo
work,socialSecurity,身份证号码,idCard
work,socialSecurity,缴费档次,costGrade
work,socialSecurity,家用电话,telePhone
work,socialSecurity,所属组织,organisation
work,socialSecurity,所属公司,company
work,socialSecurity,投保公司,insuredCompany
work,socialSecurity,投保时间,insuredTime
work,socialSecurity,年龄,age
work,socialSecurity,投保办理人,transactor
work,socialSecurity,投保办理人别名,transactorNameAlias
work,socialSecurity,投保办理人电话,transactorTelePhone
work,socialSecurity,投保区域,area
work,socialSecurity,备注,note
work,socialSecurity,社保卡卡号,socialSecurityNo
work,socialSecurity,社保总金额,totalAmount
work,socialSecurity,社保实用金额,payAmount
work,socialSecurity,社保余额,balance
work,socialSecurity,民族,nationality
work,socialSecurity,城市,city
work,socialSecurity,公司地址,companyAddress	
work,socialSecurity,职位,position
work,socialSecurity,职业状态,positionStatus
work,socialSecurity,公司电话,companyTelePhone
work,socialSecurity,投保状态,socialSecurityStatus
work,socialSecurity,户主姓名,householdName
work,socialSecurity,户主姓名别名,householdNameAlias
work,socialSecurity,公司编码,companyNo
work,socialSecurity,公司性质,companyNature
work,socialSecurity,社保代码,socialSecurityCode
wrok,qualiFication,姓名,name
wrok,qualiFication,姓名别名,nameAlias
wrok,qualiFication,性别,sex
wrok,qualiFication,年龄,age
wrok,qualiFication,邮编,zipCode
wrok,qualiFication,国籍,country
wrok,qualiFication,民族,nationality
wrok,qualiFication,籍贯,birthPlace
wrok,qualiFication,身份证号,idCard
wrok,qualiFication,出生日期,birthDay
wrok,qualiFication,健康状况,health
wrok,qualiFication,政治面貌,politicalStatus
wrok,qualiFication,手机号码,mobilePhone
wrok,qualiFication,家庭电话,telePhone
wrok,qualiFication,Email,email
wrok,qualiFication,家庭住址,address
wrok,qualiFication,档案序号(7),docId
wrok,qualiFication,确认机构编码,mechanismCoding
wrok,qualiFication,准考证号,examiId
wrok,qualiFication,报考专业,examiMajor
wrok,qualiFication,报考考区,examiArea
wrok,qualiFication,报考日期,examiDate
wrok,qualiFication,报考级别,examiLevel
wrok,qualiFication,审核状态,configuationAudit
wrok,qualiFication,学历,education
wrok,qualiFication,毕业院校,university
wrok,qualiFication,毕业专业,major
wrok,qualiFication,毕业专业备注,graduationNote
wrok,qualiFication,毕业时间,graduationDate
wrok,qualiFication,学制,educationalSystem
wrok,qualiFication,学历证书编码,papersEncode
wrok,qualiFication,最高学历,highestEducation
wrok,qualiFication,学位,degree
wrok,qualiFication,学校备注,schoolNote
wrok,qualiFication,单位所属,paramOrgCode
wrok,qualiFication,单位名称,company
wrok,qualiFication,从事本专业年限,majorDate
wrok,qualiFication,单位性质,companyType
wrok,qualiFication,工作日期,workDate
wrok,qualiFication,工作年限,workYear
wrok,qualiFication,专业职称,professionalTitle
wrok,qualiFication,专业职务,professionalPosition
wrok,qualiFication,城市,city
wrok,qualiFication,现有技术资格证取得时间,certificateTime
wrok,qualiFication,执业类别,typeJob
wrok,qualiFication,证件类型,papersType
wrok,qualiFication,证件编码,papersCodes
wrok,qualiFication,通讯地址,mailingAddress
wrok,qualiFication,现有技术资格级别,technologyStatus
wrok,qualiFication,报考科目,registionAccount
wrok,qualiFication,现有技术资格,existingSkill
wrok,qualiFication,资格证编码,certificationNumber
wrok,qualiFication,省,province
wrok,qualiFication,单位地址,companyAddress
wrok,qualiFication,报考专业与所学专业,state
wrok,qualiFication,报名序号,applyNumber
work,student,姓名,name
work,student,性别,sex
work,student,身份证号码,idCard
work,student,出生日期,birthday
work,student,政治面貌,politicalStatus
work,student,户籍类型,nativeType
work,student,名族,nation
work,student,国籍,nationality
work,student,省份,province
work,student,户籍所在城市,city
work,student,家庭地址(户籍所在地),address
work,student,现住址,presentAddress
work,student,邮寄地址,mailingAddress
work,student,固定电话,call
work,student,移动电话,phone
work,student,邮箱,email
work,student,邮编,zipCode
work,student,毕业学校,school
work,student,学历,education
work,student,年级,njGrade
work,student,班级,grade
work,student,*座位号,seatNumber
work,student,院系,department
work,student,专业,major
work,student,生源市,sourceCity
work,student,学生类型,studentType
work,student,学号,studentId
work,student,入学方式,enrollment
work,student,学习年制,educationalSystem
work,student,入学时间,beginTime
work,student,毕业时间,endTime
work,student,考号,examId
work,student,选考科目,course
work,student,考试总分,score
work,student,流动人口类型,personType
work,student,法定监护人,legalGuardian
work,student,与法定监护人关系,relation
work,student,监护人电话,lgphone
work,student,县,county
work,student,是否是留守儿童,leftoverChildren
work,student,入学方式,enterSchool
work,student,籍贯,nativePlace
work,student,个人爱好,like
work,student,考勤卡号,checkNumber
work,student,学校代码,schoolNumber
work,student,寄件地址,sendAddress
work,student,语文,chinese
work,student,数学,math
work,student,外语,foreignLanguage
work,student,综合,comprehensive
work,student,准考证号码,formalities
work,student,考生号,examineeNumber
work,student,监护人工作单位,lgWork
work,student,年龄,age
work,student,学籍号码,studentCode
work,student,考试类型,examType
work,student,考生类型,examineeType
work,student,qq,qq
work,student,报名号,applyNumber
work,student,区域,area
work,student,监护人身份证,lgIdCard
work,student,区域编码,areaNumber
work,student,额外增加分数,extraAddScore
work,student,会考号,poorlyNumber	
work,student,区号,areaCode
work,student,收件人,consignee		
work,student,报名地点编号,applyPlaceNumber
work,student,会考分数,poorlyScore
work,student,状态	,state
work,student,考试科类,examCategories
work,student,报考学校,applySchool
work,student,优势科目,advantageSubject
work,student,劣势科目,inferiorSubject
work,student,备注,notes
work,student,班级排名,ranking
work,student,毕业类型,graduationType
work,resume,姓名,name
work,resume,性别,sex
work,resume,出生年月,birthday
work,resume,籍贯,originCity
work,resume,户口,regAddress
work,resume,收入水平,income
work,resume,工作时间,workTime
work,resume,居住地,address
work,resume,电话,phone
work,resume,邮箱,email
work,resume,家庭电话,homeCallNo
work,resume,工作电话,workCallNo
work,resume,工作类型,workType
work,resume,行业,industry
work,resume,期望月薪,hopeIncome
work,resume,学历,education
work,resume,简介,introduction
work,resume,求职Id,workId
work,resume,身份证,idCard
work,resume,行业代码,industryCode
work,resume,工作公司,company
work,resume,学校,university
work,resume,专业,major
work,resume,区域,area
work,resume,城市,city
work,resume,备注,notes
work,resume,分类代码,sort
work,resume,用户Id,userId
work,resume,入学时间,entranceTime
work,resume,密码,passWord
work,resume,来源网站,source
work,resume,年龄,age
work,resume,qq,qq
work,resume,省份,province
work,resume,工作年薪,salary
work,resume,邮政编码,zipCode
work,resume,工作岗位,jobPost
work,resume,工作部门,jobBranch
work,resume,成员,member
work,resume,高等教育年限,educationYear
work,resume,求职推荐,content
work,resume,简历Ip,ip
